                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.51176,                 0.3283,                0.87155,                0.97742,                0.96556,                0.99386,                0.79066,                0.75599,                0.33078,                 1.0474,               0.005941,               0.005941,               0.005941
                    126,                0.51298,                0.32767,                0.87587,                0.97541,                0.96393,                0.99177,                0.78531,                0.75969,                0.33036,                 1.0555,               0.005908,               0.005908,               0.005908
                    127,                0.51358,                 0.3256,                0.87112,                0.97043,                0.97185,                0.99097,                0.78499,                0.75936,                0.33316,                 1.0583,               0.005875,               0.005875,               0.005875
                    128,                0.50655,                0.31897,                0.86966,                0.98035,                0.96546,                0.98895,                0.78435,                0.75489,                0.32406,                 1.0523,               0.005842,               0.005842,               0.005842
                    129,                 0.5041,                 0.3201,                0.86666,                0.97754,                0.96129,                0.98912,                0.78432,                0.75324,                0.32906,                 1.0446,               0.005809,               0.005809,               0.005809
                    130,                0.51416,                0.32592,                0.87356,                0.97001,                0.96853,                0.99161,                  0.786,                0.75371,                0.33346,                 1.0445,               0.005776,               0.005776,               0.005776
                    131,                0.51113,                0.32247,                 0.8729,                0.97449,                0.96807,                0.98864,                0.78538,                 0.7588,                0.33855,                 1.0548,               0.005743,               0.005743,               0.005743
                    132,                 0.5036,                0.32068,                0.86684,                0.95857,                0.97537,                0.98734,                0.78343,                0.75593,                0.33993,                 1.0538,                0.00571,                0.00571,                0.00571
                    133,                0.49594,                 0.3152,                0.86673,                0.96784,                0.97436,                0.98745,                 0.7845,                0.75584,                0.33566,                  1.056,               0.005677,               0.005677,               0.005677
                    134,                0.50138,                0.31325,                0.86671,                0.97248,                0.97323,                0.98655,                0.78055,                0.75881,                0.33549,                 1.0582,               0.005644,               0.005644,               0.005644
                    135,                0.48998,                0.31369,                0.86679,                0.96925,                0.97245,                0.98728,                0.78374,                0.75801,                  0.333,                 1.0548,               0.005611,               0.005611,               0.005611
                    136,                0.49664,                 0.3145,                0.86758,                0.97223,                0.97047,                0.98754,                0.78242,                0.76195,                0.33649,                 1.0532,               0.005578,               0.005578,               0.005578
                    137,                0.49307,                0.31643,                0.86975,                0.97749,                0.96763,                  0.988,                0.78804,                0.76507,                0.33539,                  1.058,               0.005545,               0.005545,               0.005545
                    138,                0.49547,                0.31433,                0.86626,                0.98124,                   0.97,                0.98861,                0.78308,                0.76844,                0.33046,                 1.0597,               0.005512,               0.005512,               0.005512
                    139,                0.48359,                0.31086,                0.85981,                0.97935,                 0.9691,                0.98857,                0.78472,                0.77048,                0.33385,                 1.0549,               0.005479,               0.005479,               0.005479
                    140,                0.48469,                0.30682,                0.86468,                0.97576,                0.97461,                 0.9886,                0.78512,                0.76727,                0.32957,                 1.0552,               0.005446,               0.005446,               0.005446
                    141,                0.49354,                0.31248,                0.86543,                0.97844,                0.97125,                0.98869,                 0.7881,                0.76434,                 0.3255,                 1.0523,               0.005413,               0.005413,               0.005413
                    142,                0.48285,                0.31034,                0.86199,                0.97618,                0.96798,                0.98812,                0.78658,                0.76003,                0.33063,                 1.0545,                0.00538,                0.00538,                0.00538
                    143,                0.48311,                 0.3086,                0.85903,                0.97602,                0.96511,                0.98767,                0.78564,                0.76291,                0.33383,                 1.0528,               0.005347,               0.005347,               0.005347
                    144,                0.48396,                0.30612,                0.86089,                0.97712,                0.96528,                 0.9854,                0.78692,                0.76021,                 0.3371,                 1.0503,               0.005314,               0.005314,               0.005314
                    145,                0.48175,                 0.3083,                0.86219,                0.97727,                0.96842,                0.98783,                 0.7907,                0.76167,                0.33906,                 1.0521,               0.005281,               0.005281,               0.005281
