                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                0.54802,                 0.2832,                0.86867,                0.99794,                0.99927,                0.99478,                0.91362,                0.50316,                0.18821,                0.83598,               0.005809,               0.005809,               0.005809
                    130,                0.55466,                0.28343,                0.87015,                0.99793,                0.99927,                0.99478,                0.91302,                0.50293,                0.18768,                0.83597,               0.005776,               0.005776,               0.005776
                    131,                0.55037,                0.28169,                0.87101,                 0.9979,                0.99927,                0.99478,                0.91343,                0.50289,                0.18797,                0.83589,               0.005743,               0.005743,               0.005743
                    132,                 0.5504,                0.28262,                0.86986,                 0.9979,                0.99927,                0.99478,                0.91395,                0.50294,                 0.1875,                 0.8359,                0.00571,                0.00571,                0.00571
                    133,                0.54641,                 0.2809,                0.86972,                 0.9979,                0.99927,                0.99478,                 0.9139,                0.50299,                0.18746,                 0.8359,               0.005677,               0.005677,               0.005677
                    134,                0.54727,                0.27901,                0.86826,                0.99792,                0.99927,                0.99478,                0.91331,                0.50306,                 0.1878,                0.83594,               0.005644,               0.005644,               0.005644
                    135,                0.54997,                0.27932,                0.86971,                 0.9981,                0.99927,                0.99478,                0.91378,                0.50328,                0.18748,                0.83591,               0.005611,               0.005611,               0.005611
                    136,                0.54614,                0.27569,                0.86717,                 0.9981,                0.99927,                0.99478,                0.91405,                0.50292,                0.18729,                 0.8359,               0.005578,               0.005578,               0.005578
                    137,                0.54645,                0.27865,                0.86363,                0.99813,                0.99927,                0.99478,                0.91439,                0.50279,                 0.1876,                0.83583,               0.005545,               0.005545,               0.005545
                    138,                0.54388,                0.27679,                0.86622,                0.99803,                0.99927,                0.99478,                 0.9149,                0.50273,                 0.1881,                0.83579,               0.005512,               0.005512,               0.005512
                    139,                0.54443,                0.27952,                0.86734,                0.99811,                0.99927,                0.99478,                0.91499,                0.50301,                0.18776,                0.83572,               0.005479,               0.005479,               0.005479
                    140,                0.54447,                0.27842,                0.86524,                0.99822,                0.99927,                0.99478,                0.91462,                0.50289,                0.18773,                0.83566,               0.005446,               0.005446,               0.005446
                    141,                0.54464,                0.27856,                0.86418,                0.99821,                0.99927,                0.99478,                0.91478,                0.50297,                0.18678,                0.83573,               0.005413,               0.005413,               0.005413
                    142,                0.54814,                0.27656,                0.86742,                0.99827,                0.99927,                0.99478,                0.91505,                0.50315,                0.18663,                0.83576,                0.00538,                0.00538,                0.00538
                    143,                0.54223,                0.27623,                0.86319,                0.99823,                0.99927,                0.99478,                0.91478,                0.50315,                0.18645,                0.83582,               0.005347,               0.005347,               0.005347
                    144,                0.54109,                0.27661,                0.86951,                0.99828,                0.99927,                0.99478,                0.91441,                0.50342,                0.18707,                0.83588,               0.005314,               0.005314,               0.005314
                    145,                0.54534,                0.27581,                0.86976,                0.99817,                0.99927,                0.99478,                 0.9142,                0.50356,                0.18692,                0.83586,               0.005281,               0.005281,               0.005281
                    146,                0.54132,                0.27627,                0.86502,                0.99828,                0.99927,                0.99478,                0.91456,                0.50373,                 0.1872,                0.83591,               0.005248,               0.005248,               0.005248
                    147,                0.54289,                0.27521,                0.86581,                0.99827,                0.99927,                0.99478,                0.91431,                0.50385,                0.18745,                0.83585,               0.005215,               0.005215,               0.005215
                    148,                 0.5412,                0.27613,                0.86623,                0.99819,                0.99927,                0.99478,                0.91395,                0.50379,                0.18717,                0.83594,               0.005182,               0.005182,               0.005182
